epoch,loss,train_acc,val_acc,train_f1,val_f1
1,0.26601919531822205,0.7197265625,0.707647628267183,0.7696629213483146,0.7636932707355243
2,0.14457522332668304,0.6923828125,0.6795740561471443,0.7539543057996485,0.747135217723453
3,0.08014581352472305,0.8338623046875,0.8334946757018393,0.8509146675429948,0.8509532062391681
4,0.06773572415113449,0.970458984375,0.968054211035818,0.9690616210687804,0.9667673716012085
5,0.05825363099575043,0.97802734375,0.9709583736689255,0.976917158245704,0.9695121951219512
6,0.05385467782616615,0.980224609375,0.9748305905130688,0.9791987673343605,0.9735234215885947
7,0.052355434745550156,0.981689453125,0.9767666989351403,0.9807247494217425,0.9755102040816327
8,0.05165641009807587,0.9825439453125,0.9777347531461762,0.981617174444016,0.9765545361875637
9,0.051309894770383835,0.9832763671875,0.9796708615682478,0.9823839526809823,0.9785932721712538
10,0.05113751068711281,0.9835205078125,0.9796708615682478,0.9826366559485531,0.9785932721712538
11,0.05105104297399521,0.983642578125,0.9796708615682478,0.9827674897119342,0.9785932721712538
12,0.05100793391466141,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
13,0.05098637193441391,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
14,0.05097559466958046,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
15,0.050970226526260376,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
16,0.05096755921840668,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
17,0.050966277718544006,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
18,0.05096564441919327,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
19,0.05096537992358208,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
20,0.05096525326371193,0.9837646484375,0.9796708615682478,0.9828938906752411,0.9785932721712538
